word	lemma	gloss	label	overlap_score	context	target_index
fill	fill%2:30:00::	become full	literal	_	I am usually [filled] with an uneasiness that through some unwitting slip all hell may break loose .	3
fill	*fill%2:30:01::	make full, also in a metaphorical sense	metaphorical	0.7678571428571429	Then pour water or light oil from a graduated beaker into the chamber to [fill] the chamber to its gasket surface .	14
fill	fill%2:30:00::	become full	literal	_	The bubble was [filled] to the top and special precautions were taken to prevent any sample from remaining in the capillary .	3
fill	*fill%2:30:01::	make full, also in a metaphorical sense	metaphorical	0.75	Morgan [filled] the dipper from the water bucket on the shelf , went back into the front room , lifted the girl 's head , and held the edge of the dipper to her mouth .	1
fill	fill%2:42:00::	occupy the whole of	literal	_	The small and large intestines were [filled] with gas , and the jejunum was dilated to about 2 times its normal circumference .	5
fill	*fill%2:30:01::	make full, also in a metaphorical sense	metaphorical	0.7678571428571429	Again Reverend Corder saved the bridge when Union soldiers planned to destroy it , after [filling] its two lanes with hay and straw - but for what reason is not recorded nor remembered , certainly not because of pressure from an opposing Confederate force .	15
fill	fill%2:42:00::	occupy the whole of	literal	_	The small and large intestines were [filled] with gas , and the jejunum was dilated to about 2 times its normal circumference .	5
fill	*fill%2:30:01::	make full, also in a metaphorical sense	metaphorical	0.7857142857142857	Why not open your heart to the Lord Jesus Christ now , accept Him as your Saviour and let Him [fill] you with peace that only He can give .	20
fill	fill%2:30:00::	become full	literal	_	I'm not pleading for the heart that leaps up when it beholds a rainbow in the sky , or for the heart that with rapture [fills] and dances with the daffodils .	25
fill	*fill%2:30:01::	make full, also in a metaphorical sense	metaphorical	0.7321428571428571	Because your soul was made to be [filled] with God Himself , not religious functions `` about '' Him .	7
fill	fill%2:30:00::	become full	literal	_	Some of the small vessels were [filled] with fibrin thrombi , and there was extensive interstitial hemorrhage .	6
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.5	It was with the assistance of one of the members of this expedition , Lauritz Esmarch , that Oersted succeeded in producing light by creating an electric discharge in mercury vapor through which an electric current was made to [flow] .	36
flow	flow%2:38:00::	move along, of liquids	literal	_	If notched for the battens , they would require more work , be weakened and limber holes would have to be bored so that bilge water could [flow] through .	27
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.5	Though the number of people [flowing] in and out of our metropolitan areas each day has increased tremendously since World War 2 , , total annual rail commutation dropped 124 million from 1947 to 1957 .	5
flow	flow%2:38:00::	move along, of liquids	literal	_	There is one exception to the above statement as has been pointed out , and that is that fluids can relax by [flowing] into fields of lower rates of shear , so the statement should be modified by stating that the mechanics are similar .	21
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.75	`` See , Argiento , if you control the way these folds are bunched , like this , or made to [flow] , you can enrich the body attitudes .	21
flow	flow%2:38:00::	move along, of liquids	literal	_	There is one exception to the above statement as has been pointed out , and that is that fluids can relax by [flowing] into fields of lower rates of shear , so the statement should be modified by stating that the mechanics are similar .	21
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.4166666666666667	This gives a wide flare to the pecs , causing them to [flow] dramatically upward into deltoids and dramatically downward into the serratus and lats .	12
flow	flow%2:38:00::	move along, of liquids	literal	_	The heat transfer to the anode in free burning arcs is enhanced by a hot gas jet [flowing] from the cathode towards the anode with velocities up **f .	15
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.75	The melodies [flow] along pleasantly , as Mr. Coward 's songs usually do , but his lyrics have a tired , cut-to-a-familiar-pattern quality .	2
flow	flow%2:38:00::	move along, of liquids	literal	_	Though creeks in the Santa Cruz mountains [flow] brimful the year round and it is forever spring , the apples that grow there have a wintry crackle .	7
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.5833333333333334	With a Democratic administration , party patronage would normally begin to [flow] to Mississippi if it had held its Democratic solidarity in the November election .	11
flow	flow%2:38:00::	move along, of liquids	literal	_	Adam watched the moisture [flow] from the poncho .	4
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.5833333333333334	Reports are that it is more than probability that the four congressmen from Mississippi who did not support the party ticket will be stripped of the usual patronage which [flows] to congressmen .	29
flow	flow%2:38:00::	move along, of liquids	literal	_	The division said it would be impossible to work on the line until then because of the large amount of acid sewage from jewelry plants in the area [flowing] through the line , heavy vehicle traffic on Eddy Street and tide conditions .	27
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.4166666666666667	Yet within this limitation there is an astonishing variety : design as intricate as that in the carpet or miniature , with the melodic line like the painted or woven line often [flowing] into an arabesque .	32
flow	flow%2:38:00::	move along, of liquids	literal	_	His first shot in the Open last year landed in a brook that [flowed] along the right side of the fairway .	13
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.4166666666666667	And as the waves [flow] back and forth and merge with the waves from the neighboring atoms , you can put on a magic hearing aid and you hear music .	4
flow	flow%2:38:00::	move along, of liquids	literal	_	The heat transfer to the anode in free burning arcs is enhanced by a hot gas jet [flowing] from the cathode towards the anode with velocities up **f .	15
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.6666666666666666	Harmony , melody , counterpoint symphonic structure are there ; and as this music ebbs and [flows] , there is an antiphonal chorus from all the atoms outside , in fact from the atoms of the entire universe .	16
flow	flow%2:38:00::	move along, of liquids	literal	_	There is one exception to the above statement as has been pointed out , and that is that fluids can relax by [flowing] into fields of lower rates of shear , so the statement should be modified by stating that the mechanics are similar .	21
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.5833333333333334	Django Reinhardt , the ill-fated gypsy , was a true artist , one who demonstrated conclusively the power of art to renew itself and [flow] into many channels .	24
flow	flow%2:38:00::	move along, of liquids	literal	_	If notched for the battens , they would require more work , be weakened and limber holes would have to be bored so that bilge water could [flow] through .	27
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.5	He has elevated sex - not Eros or libido but pure , spontaneous , uninhibited sex - to the rank of the godhead ; it is Astarte , Ishtar , Venus , Yahwe , Dionysus , Christ , the mysterious and divine orgone energy [flowing] through the body of the universe .	44
flow	flow%2:38:00::	move along, of liquids	literal	_	The division said it would be impossible to work on the line until then because of the large amount of acid sewage from jewelry plants in the area [flowing] through the line , heavy vehicle traffic on Eddy Street and tide conditions .	27
flow	*flow%2:38:01::	move or progress freely as if in a stream	metaphorical	0.4166666666666667	The clouds parted and hard gashes of sunlight swooped down to stain the earth with streaks of white and gold light so that the shadows of the running horses [flowed] like dark streams over the dazzling snow .	29
flow	flow%2:38:00::	move along, of liquids	literal	_	Here , on the hottest day , it is cool beneath the stone and fresh from the water [flowing] in the sluices at the bottom of the vaults .	18
form	*form%2:42:00::	to compose or represent:	metaphorical	0.782608695652174	`` Fellowship by likeness '' and `` mission by friendly contact '' [form] the iron cage of denominational religion .	12
form	form%2:42:02::	develop into a distinctive entity	literal	_	It is merely the latest example of the leapfrog growth which [formed] the pattern of virtually all American cities .	11
form	*form%2:42:00::	to compose or represent:	metaphorical	0.782608695652174	The valley lay clear , and open to the eye , right up to the sharp limbed line of gaunt , scoured hills that [formed] the horizon twenty miles ahead .	23
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:42:00::	to compose or represent:	metaphorical	0.4782608695652174	They [form] effective fallout shelters when mounded over with earth , as shown in figure 10 .	1
form	form%2:42:02::	develop into a distinctive entity	literal	_	Bushes and vines abetted the rocks in [forming] thorny detours for the struggling stranger , and without the direct light of the sun to act as compass , Pamela could no longer be positive of her direction .	7
form	*form%2:42:00::	to compose or represent:	metaphorical	0.4782608695652174	The first eight of these eighteen statements , which received at least one-half of the votes , were duplicated to [form] an analysis checklist for the particular manager , and when this particular manager roleplayed in other situations , the members checked any items that appeared .	19
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:42:00::	to compose or represent:	metaphorical	0.21739130434782608	In this novel arrangement the `` pill '' is much smaller and contains only a resonant circuit in which the capacitor is [formed] by a pressure sensing transducer .	22
form	form%2:36:00::	make something, usually for a specific function	literal	_	If tyrosine and a system generating hydrogen peroxide are added to a cell-free homogenate of the thyroid , large quantities of free mono-iodotyrosine can be [formed] ( Alexander , 1959 ) .	24
form	*form%2:42:00::	to compose or represent:	metaphorical	0.30434782608695654	When the smaller facet-planes of Analytical Cubism were placed upon or juxtaposed with the large , dense shapes [formed] by the affixed materials of the collage , they had to coalesce - become `` synthesized '' - into larger planar shapes themselves simply in order to maintain the integrity of the picture plane .	17
form	form%2:36:00::	make something, usually for a specific function	literal	_	In the absence of additions to the homogenate , the product [formed] is an iodinated particulate protein ( Fawcett and Kirkwood , 1953 ; Taurog , Potter and Chaikoff , 1955 ; Taurog , Potter , Tong , and Chaikoff , 1956 ; Serif and Kirkwood , 1958 ; De Groot and Carvalho , 1960 ) .	11
form	*form%2:42:00::	to compose or represent:	metaphorical	0.5217391304347826	The affixed elements of collage were extruded , as it were , and cut off from the literal pictorial surface to [form] a bas-relief .	18
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:42:00::	to compose or represent:	metaphorical	0.7391304347826086	Though , taken individually , the big rooms were , or seemed to be , square , the apartment as a whole [formed] a triangle .	22
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:42:00::	to compose or represent:	metaphorical	0.782608695652174	His files , desk , drafting board and a high stool [formed] the only clean island in the chaos .	10
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:42:00::	to compose or represent:	metaphorical	0.5652173913043478	Her eyebrows were definite and heavy and [formed] two lines moving upward toward a high forehead and a great head of brown hair that fell to her shoulders .	7
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:42:00::	to compose or represent:	metaphorical	0.782608695652174	Quite often , honeybees [form] a majority on the willow catkins .	4
form	form%2:42:02::	develop into a distinctive entity	literal	_	Inside , as soon as Mr. Skopas had disclosed - in a hoarse whisper - the detective 's errand , his family gathered in a huddle , [forming] a mass of dark flesh on and around a brocaded sofa which stood at one side of a baroque fireplace .	26
form	*form%2:42:00::	to compose or represent:	metaphorical	0.782608695652174	The beliefs of a religion also reflecting the values are expressed in creeds , dogmas , and doctrines , and [form] what Durkheim calls a credo .	20
form	form%2:42:02::	develop into a distinctive entity	literal	_	It is merely the latest example of the leapfrog growth which [formed] the pattern of virtually all American cities .	11
form	*form%2:42:00::	to compose or represent:	metaphorical	0.782608695652174	Or , what amounts to the same thing , if one die is tossed three times , each toss is a trial , and the three tosses [form] the experiment .	27
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:42:00::	to compose or represent:	metaphorical	0.782608695652174	Since * * f are linearly independent functions and the exponential function has no zeros , these r functions * * f , [form] a basis for the space of solutions .	22
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:42:00::	to compose or represent:	metaphorical	0.782608695652174	The farmlands [forming] the heart of America stretch out across the Midwest from Chicago .	2
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:42:00::	to compose or represent:	metaphorical	0.30434782608695654	These are traversed by another line of vaults , and thus rooms , arched on all four sides , are [formed] .	20
form	form%2:36:00::	make something, usually for a specific function	literal	_	In the absence of additions to the homogenate , the product [formed] is an iodinated particulate protein ( Fawcett and Kirkwood , 1953 ; Taurog , Potter and Chaikoff , 1955 ; Taurog , Potter , Tong , and Chaikoff , 1956 ; Serif and Kirkwood , 1958 ; De Groot and Carvalho , 1960 ) .	11
form	*form%2:42:00::	to compose or represent:	metaphorical	0.782608695652174	Then in 2 we show that any line involution with the properties that ( a ) It has no complex of invariant lines , and ( b ) Its singular lines [form] a complex consisting exclusively of the lines which meet a twisted curve , is necessarily of the type discussed in 1 .	31
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:42:00::	to compose or represent:	metaphorical	0.7391304347826086	The sides of the motor well run from the bottom battens to the top and from frame six to the transom , [forming] a real strong transom brace .	22
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:42:00::	to compose or represent:	metaphorical	0.7391304347826086	As he left the bandstand to return to his office , the slender , sun-tanned Chief Executive paused along the way to shake hands with the members of the audience in wheel chairs [forming] the first row under the field tent set up for the guests .	32
form	form%2:42:02::	develop into a distinctive entity	literal	_	Inside , as soon as Mr. Skopas had disclosed - in a hoarse whisper - the detective 's errand , his family gathered in a huddle , [forming] a mass of dark flesh on and around a brocaded sofa which stood at one side of a baroque fireplace .	26
form	*form%2:42:00::	to compose or represent:	metaphorical	0.0	In order to [form] a new government it must deal with one of the two rival parties which gained strength .	3
form	form%2:41:00::	create (as an entity)	literal	_	The army leaders threatened to [form] a new military government if the parties failed to sign an eight point protocol agreeing on Gen. Gursel as president .	5
form	*form%2:30:01::	give shape or form to	metaphorical	0.3	As is well known , detergent actives belong to the chemical class consisting of moderately high molecular weight and highly polar molecules which exhibit the property of [forming] micelles in solution .	25
form	form%2:42:02::	develop into a distinctive entity	literal	_	The bacteria [formed] typical activated sludge floc .	2
form	*form%2:30:01::	give shape or form to	metaphorical	0.5	Mike seized a blanket from a pallet in a corner , spread it on the floor and used it to [form] a bag in which he placed his booty .	20
form	form%2:42:02::	develop into a distinctive entity	literal	_	Only paved alleyways tunneled through the walls of those fortresses into the mysterious core of intimacy behind the houses where backyards owned no fences , where one man 's property blended with the next to [form] courtyards in which no one knew privacy .	35
form	*form%2:30:01::	give shape or form to	metaphorical	0.4	The bullet had torn through the flesh just above the knee , inflicting an ugly gash that was [forming] a pool of blood on the floor .	18
form	form%2:42:02::	develop into a distinctive entity	literal	_	The bacteria [formed] typical activated sludge floc .	2
form	*form%2:30:01::	give shape or form to	metaphorical	0.5	Mold was used as pattern and clay cut by holding knife at about 45 ` angle , to [form] an undercut , making base smaller than the pattern top .	18
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:30:01::	give shape or form to	metaphorical	0.5	Add holes in top , [forming] `` S '' for salt and `` P '' for pepper .	5
form	form%2:42:02::	develop into a distinctive entity	literal	_	Bushes and vines abetted the rocks in [forming] thorny detours for the struggling stranger , and without the direct light of the sun to act as compass , Pamela could no longer be positive of her direction .	7
form	*form%2:30:01::	give shape or form to	metaphorical	0.5	This will [form] the sugar bowl .	2
form	form%2:42:02::	develop into a distinctive entity	literal	_	Only paved alleyways tunneled through the walls of those fortresses into the mysterious core of intimacy behind the houses where backyards owned no fences , where one man 's property blended with the next to [form] courtyards in which no one knew privacy .	35
form	*form%2:30:01::	give shape or form to	metaphorical	0.5	To [form] spout , between two designs , dampen area slightly and gently push clay outward .	1
form	form%2:42:02::	develop into a distinctive entity	literal	_	Bushes and vines abetted the rocks in [forming] thorny detours for the struggling stranger , and without the direct light of the sun to act as compass , Pamela could no longer be positive of her direction .	7
form	*form%2:30:01::	give shape or form to	metaphorical	0.4	Knead on lightly floured board and roll out to [form] a * * f-inch rectangle .	8
form	form%2:42:02::	develop into a distinctive entity	literal	_	The nuclei of these fibers , as is shown in Figures 3 and 4 , showed remarkable proliferation and were closely approximated , [forming] a chain like structure at either the center or the periphery of the fiber .	23
form	*form%2:30:01::	give shape or form to	metaphorical	0.7	1 pound ground beef 2 teaspoons grated onion Dash of pepper 1 2 teaspoon salt 1 2 cup chopped walnuts 1 4 cup ice cold bourbon Combine ingredients ; [form] into patties and barbecue 5 minutes on each side .	29
form	form%2:42:02::	develop into a distinctive entity	literal	_	A very fine , gray solid ( about 15 g ) is [formed] , water-washed by centrifugation , and dried at 110 ` C .	12
form	*form%2:30:01::	give shape or form to	metaphorical	0.0	New galaxies are forever being [formed] to fill in the gaps left by the receding galaxies .	5
form	form%2:42:02::	develop into a distinctive entity	literal	_	These microfossils indicate the swamp was `` [formed] during the Lower Cretaceous period when dinosaurs were at their heyday and when the first flowering plants were just appearing .	7
lay	*lay%2:36:00::	prepare or position for action or operation	metaphorical	0.0	Ambushes are [laid] by those who doubt themselves , as any man may against a tiger .	2
lay	lay%2:35:01::	put into a certain place or abstract location	literal	_	The responsibility for scores of deaths , including the abduction and murder of Jesus Maria Galindez , a professor at Columbia University in New York , has been [laid] at his door .	28
lay	*lay%2:36:00::	prepare or position for action or operation	metaphorical	0.25	Tom had been [laying] for Aaron McBride for a long time , just waiting to catch him out of line .	3
lay	lay%2:35:00::	put in a horizontal position	literal	_	Perhaps after the soldiers had [laid] him on the ground , while Joseph of Arimathea was at Pontius Pilate 's asking for Christ 's body , Nicodemus was gathering his mixture of myrrh and aloes , and the others had gone home to mourn .	5
lay	*lay%2:36:00::	prepare or position for action or operation	metaphorical	0.0	The illustrations in fig. 8 show how to [lay] a concrete block wall .	8
lay	lay%2:35:01::	put into a certain place or abstract location	literal	_	Thus , when you have prepared your foundation and [laid] the floor , these can be trucked to the site and erected with a small crew of friends in a weekend .	9
lay	*lay%2:36:00::	prepare or position for action or operation	metaphorical	0.5	This Congress will see Premier Khrushchev consolidating his power and [laying] the groundwork for an orderly succession should death or illness remove him from the scene in the next few years .	10
lay	lay%2:35:01::	put into a certain place or abstract location	literal	_	Thus , when you have prepared your foundation and [laid] the floor , these can be trucked to the site and erected with a small crew of friends in a weekend .	9
lay	*lay%2:36:00::	prepare or position for action or operation	metaphorical	0.75	When served in a psychological atmosphere that allows young bodies to assimilate the greatest good from what they eat because they are free from tension , a foundation is [laid] for a high level of health that releases the children from physical handicaps to participate with enjoyment in the work assignments , the athletic programs and the most important phase , the educational opportunities .	29
lay	lay%2:35:01::	put into a certain place or abstract location	literal	_	Thus , when you have prepared your foundation and [laid] the floor , these can be trucked to the site and erected with a small crew of friends in a weekend .	9
pour	*pour%2:38:00::	move in large numbers	metaphorical	0.6666666666666666	The letters which [poured] forth from camps were usually written under adverse circumstances .	3
pour	pour%2:38:02::	flow in a spurt	literal	_	It [poured] out of him like an electric current , a feeling that the muscles and nerves of his fine drawn body were coiling for action , and that that action would be all that he anticipated .	1
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.5789473684210527	Political interference in Africa and Asia and even in Latin America ( though limited in Latin America by the special interest of the United States as expressed in the Monroe Doctrine , itself from the outset related to European politics and long dependent upon the `` balance of power '' system in Europe ) was necessary in order to [preserve] both common economic values and the European `` balance '' itself .	52
preserve	preserve%2:40:01::	to keep up and reserve for personal or special use	literal	_	The only contrary action , in the future as in the past , runs the risk of war ; and , now and in the future unlike in the past , any attempt to repel injury and to [preserve] any particular civilized attainment of mankind or its provisional justice runs some risk of nuclear warfare and the danger that an effect of it will , by human action , render this planet less habitable by the human race .	38
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.5789473684210527	A congregation survives only if it can sustain a socially homogeneous membership ; that is , when it can [preserve] economic integration .	19
preserve	preserve%2:40:01::	to keep up and reserve for personal or special use	literal	_	In the Analytical phase of their Cubism , Braque and Picasso had not only had to minimize three-dimensionality simply in order to [preserve] it ; they had also had to generalize it - to the point , finally , where the illusion of depth and relief became abstracted from specific three-dimensional entities and was rendered largely as the illusion of depth and relief as such : as a disembodied attribute and expropriated property detached from everything not itself .	22
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.5789473684210527	The congregation perishes when it is no longer possible to replenish that core from the neighborhood ; moreover , residential mobility is so high in metropolitan areas that churches have to recruit constantly in their core stratum in order to survive ; they can lose higher - and lower status members from the church without collapsing , but they need adequate recruits for the core stratum in order to [preserve] economic integration .	68
preserve	preserve%2:40:00::	keep in safety and protect from harm, decay, loss, or destruction	literal	_	It is the purpose of Armed Forces Day to give Americans an opportunity to honor men of the Armed Forces , those who have made the supreme sacrifice , those who remain to [preserve] our security .	33
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.5789473684210527	Prokofieff might well emerge as a cultural hero , who , by the force of his creative life , helped [preserve] the main stream of tradition , to which the surviving idioms of current experimentalism may be eventually added and integrated .	20
preserve	preserve%2:40:01::	to keep up and reserve for personal or special use	literal	_	The only contrary action , in the future as in the past , runs the risk of war ; and , now and in the future unlike in the past , any attempt to repel injury and to [preserve] any particular civilized attainment of mankind or its provisional justice runs some risk of nuclear warfare and the danger that an effect of it will , by human action , render this planet less habitable by the human race .	38
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.5263157894736842	And when he did , when he gave to his ship that protection necessary to [preserve] her honor , he knew he would lose forever the Navy to which he had dedicated his soul .	15
preserve	preserve%2:40:00::	keep in safety and protect from harm, decay, loss, or destruction	literal	_	It is the purpose of Armed Forces Day to give Americans an opportunity to honor men of the Armed Forces , those who have made the supreme sacrifice , those who remain to [preserve] our security .	33
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.3684210526315789	Folklore is individually created art that a homogeneous group of people [preserve] , vary and recreate through oral transmission .	11
preserve	preserve%2:40:00::	keep in safety and protect from harm, decay, loss, or destruction	literal	_	William R. Stillwell , an admirable Georgian whose delightful correspondence is [preserved] in the Georgia Department of Archives and History , liked to tease his wife in his letters .	9
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.42105263157894735	And so well is such ignorance [preserved] by the amateur and the money-maker that even at the college level most of the hundred odd folklore courses given in the United States survive on sentiment and nationalism alone .	6
preserve	preserve%2:40:01::	to keep up and reserve for personal or special use	literal	_	Within a system , however , the autonomy of each member library is [preserved] .	13
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.631578947368421	Extension of the ADC program to all children in need living with any relatives , including both parents , as a means of [preserving] family unity .	23
preserve	preserve%2:40:00::	keep in safety and protect from harm, decay, loss, or destruction	literal	_	It is the purpose of Armed Forces Day to give Americans an opportunity to honor men of the Armed Forces , those who have made the supreme sacrifice , those who remain to [preserve] our security .	33
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.631578947368421	The Providence Daily Journal stated that although the guilt of Brown was evident , the South must guarantee him a fair trial to [preserve] domestic peace .	21
preserve	preserve%2:40:00::	keep in safety and protect from harm, decay, loss, or destruction	literal	_	It is the purpose of Armed Forces Day to give Americans an opportunity to honor men of the Armed Forces , those who have made the supreme sacrifice , those who remain to [preserve] our security .	33
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.5789473684210527	Can religious agencies use Government funds and Peace Corps personnel in their projects and still [preserve] the constitutional requirement on separation of church and state ?	15
preserve	preserve%2:40:01::	to keep up and reserve for personal or special use	literal	_	In the Analytical phase of their Cubism , Braque and Picasso had not only had to minimize three-dimensionality simply in order to [preserve] it ; they had also had to generalize it - to the point , finally , where the illusion of depth and relief became abstracted from specific three-dimensional entities and was rendered largely as the illusion of depth and relief as such : as a disembodied attribute and expropriated property detached from everything not itself .	22
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.3684210526315789	The armchair traveler [preserves] his illusions '' .	3
preserve	preserve%2:40:00::	keep in safety and protect from harm, decay, loss, or destruction	literal	_	If we want to [preserve] our sovereignty , this is the way to do it ; not acquiesce to an international planning board .	4
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.42105263157894735	He said `` Morris County is rapidly changing and unless steps are taken to [preserve] the green areas , there will be no land left to preserve '' .	14
preserve	preserve%2:40:00::	keep in safety and protect from harm, decay, loss, or destruction	literal	_	The desirability of [preserving] such places as the Cape dunes and Stone Harbor sanctuary becomes more apparent every year .	3
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.3684210526315789	He said `` Morris County is rapidly changing and unless steps are taken to preserve the green areas , there will be no land left to [preserve] '' .	26
preserve	preserve%2:40:01::	to keep up and reserve for personal or special use	literal	_	The National Park Service now proposes to [preserve] an area in Pottawatomie County , northeast Kansas , as a `` Prairie National Park '' .	7
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.5263157894736842	He fought to the end to [preserve] it as a `` government of the people , by the people , for the people '' .	6
preserve	preserve%2:40:00::	keep in safety and protect from harm, decay, loss, or destruction	literal	_	If we want to [preserve] our sovereignty , this is the way to do it ; not acquiesce to an international planning board .	4
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.5789473684210527	The 140414 Americans who gave `` the last full measure of devotion '' to prevent disunion , [preserved] individual freedom in the United States from the dangers of anarchy , inherent in confederations , which throughout history have proved fatal in the end to all associations composed primarily of sovereign states , and to the liberties of their people .	17
preserve	preserve%2:40:01::	to keep up and reserve for personal or special use	literal	_	The only contrary action , in the future as in the past , runs the risk of war ; and , now and in the future unlike in the past , any attempt to repel injury and to [preserve] any particular civilized attainment of mankind or its provisional justice runs some risk of nuclear warfare and the danger that an effect of it will , by human action , render this planet less habitable by the human race .	38
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.5263157894736842	Arnolphe , it will be recalled , is a man of mature years who tries to [preserve] the innocence of his youthful wife-to-be .	16
preserve	preserve%2:40:00::	keep in safety and protect from harm, decay, loss, or destruction	literal	_	If we want to [preserve] our sovereignty , this is the way to do it ; not acquiesce to an international planning board .	4
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.47368421052631576	But one does not have to affirm the existence of an evil order irredeemable in that sense , or a static order in which no changes will take place in time , to be able truthfully to affirm the following fact : there has never been justitia imprinted in social institutions and social relationships except in the context of some pax-ordo [preserved] by clothed or naked force .	60
preserve	preserve%2:40:01::	to keep up and reserve for personal or special use	literal	_	It was the collage that made the terms of this dilemma clear : the representational could be restored and [preserved] only on the flat and literal surface now that illusion and representation had become , for the first time , mutually exclusive alternatives .	19
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.5789473684210527	There were no depressingly serious cases : the ward doctor sometimes teamed up with the chaplain to serve as a marriage counselor - sometimes the Navy sent people back to the States to [preserve] a marriage - but mental health as a rule was very high .	32
